Price Date,Modal Price (Rs./Quintal)
2017-11-26,2966.6666666666665
2017-11-27,3000.0
2017-11-28,3270.0
2017-11-29,3222.5
2017-11-30,3175.0
2017-12-01,3175.0
2017-12-02,3175.0
2017-12-03,2672.5
2017-12-04,2170.0
2017-12-05,3870.0
2017-12-06,4201.0
2017-12-07,4500.0
2017-12-08,4500.0
2017-12-09,4020.0
2017-12-10,3540.0
2017-12-11,3060.0
2017-12-12,4500.0
2017-12-13,3060.0
2017-12-14,3200.0
2017-12-15,3270.0
2017-12-16,3870.0
2017-12-17,3635.0
2017-12-18,3400.0
2017-12-19,4301.0
2017-12-20,3101.0
2017-12-21,3200.0
2017-12-22,3970.0
2017-12-23,4201.0
2017-12-24,3937.0
